x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
791.008,568.927,961.151,592.939,1027.231,541.072,893.284,715.593,979.660,473.246,1041.731,630.189,867.300,592.142,1052.409,461.438,861.542,487.633,928.229,444.904
790.778,572.400,960.953,593.361,1026.886,542.524,893.022,715.759,980.718,471.884,1040.744,631.307,867.646,592.312,1052.030,459.194,862.334,486.304,928.107,445.507
790.484,573.815,960.451,594.185,1026.831,542.100,892.088,715.749,981.062,471.531,1038.549,634.362,867.435,591.774,1051.836,458.347,862.577,484.690,928.036,445.483
790.461,576.297,960.127,594.794,1026.577,541.915,890.506,715.751,982.865,469.866,1038.002,635.056,867.571,591.556,1051.144,456.996,862.499,484.929,928.058,445.664
790.343,578.545,959.248,596.124,1027.051,541.135,889.898,715.762,983.415,469.247,1037.584,635.511,867.676,591.516,1050.860,456.024,862.854,481.869,928.067,446.107
790.120,581.148,958.999,596.557,1026.796,541.465,888.599,716.047,983.890,468.644,1036.985,636.263,867.400,590.698,1050.479,455.345,863.065,480.284,927.967,446.357
789.899,582.306,958.214,597.644,1026.776,540.949,887.564,716.063,985.023,467.383,1036.675,636.862,866.093,588.119,1049.993,454.000,862.803,482.309,928.002,446.224
789.663,586.896,957.698,598.415,1026.536,541.154,887.851,716.394,986.532,466.190,1035.673,638.238,867.876,590.872,1049.763,453.277,862.802,482.028,928.005,446.276
790.008,588.460,956.904,599.724,1026.424,539.874,885.061,716.458,986.970,466.365,1035.018,639.048,868.239,590.965,1049.407,452.484,862.597,483.990,927.959,446.434
789.935,591.301,956.408,600.526,1026.072,539.129,883.624,716.860,988.511,465.734,1034.378,639.994,867.941,590.299,1048.830,451.453,862.656,484.557,928.037,446.426
789.876,592.304,955.762,601.446,1025.910,537.583,882.120,716.800,989.691,465.386,1033.567,640.940,868.080,590.078,1048.304,450.093,862.509,484.800,927.983,446.647
790.017,594.225,955.342,602.082,1025.484,537.115,882.915,716.855,990.572,465.616,1033.059,641.564,868.536,590.592,1048.043,449.152,862.607,485.322,928.080,446.574
790.246,596.038,954.542,603.201,1024.925,535.379,883.495,716.948,992.610,464.732,1032.222,642.395,868.093,589.790,1048.110,449.106,862.717,485.297,928.054,447.111
790.354,598.480,953.923,604.166,1024.676,534.913,880.130,716.663,994.699,463.831,1031.223,643.779,868.119,589.059,1047.739,446.941,862.994,480.541,928.257,446.445
